Postal Code,Project Name,Planning Region,Planning Area,Market segment,Property Type,Postal District,Tenure Group,Latitude,Longitude,MRT Distance (km),School Distance (km),Top School Distance (km),Top School 1km,Top School 2km
238592,BELLE VUE RESIDENCES,Central Region,River Valley,CCR,Condominium,9,Freehold,1.296011318166726,103.8428306611179,0.4723,1.6828,1.6828,0.0,1.0
278569,THE ENCLAVE . HOLLAND,Central Region,Bukit Timah,CCR,Apartment,10,Freehold,1.312135220585927,103.7990110375304,0.3114,0.5212,0.5212,1.0,1.0
768131,CANBERRA RESIDENCES,North Region,Sembawang,OCR,Condominium,27,99-yr,1.44471102715572,103.8243560256583,0.6453,0.5323,8.6618,0.0,0.0
598741,HILLVIEW GREEN,West Region,Bukit Batok,OCR,Condominium,21,999-yr,1.358204505111928,103.7641510707333,0.5928,2.2277,4.4826,0.0,0.0
098450,THE COAST AT SENTOSA COVE,Central Region,Southern Islands,CCR,Condominium,4,99-yr,1.245288836349317,103.8435456565265,3.1962,4.0459,5.5458,0.0,0.0
436973,N.A.,Central Region,Geylang,RCR,Apartment,15,Freehold,1.311641554571463,103.8939186322101,0.721,0.5575,1.387,0.0,1.0
388199,THE ALCOVE,Central Region,Geylang,RCR,Apartment,14,99-yr,1.314006552607429,103.8840153289375,0.2962,0.5451,0.624,1.0,1.0
329564,DOMUS,Central Region,Novena,RCR,Apartment,12,Freehold,1.325713038012294,103.845508907095,0.6153,0.6591,0.6591,1.0,1.0
597630,PANDAN VALLEY,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.318321810665429,103.7776766203915,0.776,0.4492,0.4492,1.0,1.0
408968,PARC ESTA,Central Region,Geylang,RCR,Apartment,14,99-yr,1.317865219165546,103.9039671847167,0.2281,0.3598,1.4862,0.0,1.0
358831,PARC ASTON,Central Region,Toa Payoh,RCR,Apartment,13,Freehold,1.330126703552729,103.867597994875,0.2458,1.0165,1.3588,0.0,1.0
439967,THE ESTA,Central Region,Marine Parade,RCR,Condominium,15,Freehold,1.302149490124208,103.9004682235863,1.5098,0.4855,0.9777,1.0,1.0
439972,ONE AMBER,Central Region,Marine Parade,RCR,Condominium,15,Freehold,1.301560484844058,103.8976465469598,1.2757,0.3664,1.2948,0.0,1.0
247855,TOMLINSON HEIGHTS,Central Region,River Valley,CCR,Condominium,10,Freehold,1.302934076931549,103.8269496033068,0.6006,0.9942,0.9942,1.0,1.0
416729,CASA SARINA,East Region,Bedok,OCR,Condominium,14,Freehold,1.320189672209149,103.9068659282692,0.4067,0.4326,1.6621,0.0,1.0
544915,KOVAN RESIDENCES,North East Region,Hougang,OCR,Condominium,19,99-yr,1.361567291116481,103.8853637520436,0.1721,0.8778,1.047,0.0,1.0
787130,MEADOWS @ PEIRCE,North East Region,Ang Mo Kio,OCR,Condominium,26,Freehold,1.378579451465705,103.828375856327,0.9505,1.4707,2.5605,0.0,0.0
739000,TWIN FOUNTAINS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.43129054542329,103.7991611768255,1.0538,0.8655,8.8473,0.0,0.0
768140,EIGHT COURTYARDS,North Region,Yishun,OCR,Condominium,27,99-yr,1.438162240253475,103.8307811690081,0.5457,0.6269,7.7344,0.0,0.0
689876,THE RAINFOREST,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.383180486628684,103.7487879921946,0.5477,0.3306,5.9114,0.0,0.0
549338,GLASGOW RESIDENCE,North East Region,Hougang,OCR,Apartment,19,999-yr,1.361899214229631,103.8786128077793,0.811,0.4242,1.3188,0.0,1.0
518146,SEA ESTA,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.377789440305762,103.9596184699178,1.2648,0.3948,3.3009,0.0,0.0
797502,THE TOPIARY,North East Region,Sengkang,OCR,Executive Condominium,28,99-yr,1.38847474489645,103.8717686151199,2.4273,0.5076,1.0096,0.0,1.0
544633,TREASURE CREST,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.398062358426507,103.8927712846727,0.7817,0.3057,1.9729,0.0,1.0
529876,TROPICAL SPRING,East Region,Tampines,OCR,Condominium,18,99-yr,1.341211336846551,103.9554068933523,0.3165,1.7913,1.7913,0.0,1.0
465526,CASA MERAH,East Region,Bedok,OCR,Apartment,16,99-yr,1.32964746365707,103.9451955675144,0.3019,0.4908,2.2779,0.0,0.0
739014,BELLEWOODS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.432269663001734,103.8006349741392,0.926,0.9414,8.8296,0.0,0.0
479972,PINERY RESIDENCES,East Region,Tampines,OCR,Apartment,16,99-yr,1.343923973699167,103.9392036058544,0.2006,1.0968,1.0968,0.0,1.0
544617,TREASURE CREST,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.398228417323733,103.8919995939656,0.8338,0.2483,2.0463,0.0,0.0
544626,THE VALES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.396645793121879,103.8939563593747,0.5902,0.3231,1.7681,0.0,1.0
479261,WATERFRONT ISLE,East Region,Bedok,OCR,Condominium,16,99-yr,1.338724437413592,103.9275779340432,0.5633,0.4855,0.4855,1.0,1.0
534080,THE MINTON,North East Region,Hougang,OCR,Condominium,19,99-yr,1.352242988219571,103.8822738845039,0.9466,0.7888,1.4179,0.0,1.0
425236,DE CASALLE,East Region,Bedok,OCR,Apartment,15,Freehold,1.310057837247729,103.9154831002895,1.2532,0.9216,0.9216,1.0,1.0
598669,SHERWOOD CONDOMINIUM,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.345029320556309,103.7680004552495,0.9524,2.0928,2.9907,0.0,0.0
329341,NEEM TREE,Central Region,Novena,RCR,Apartment,12,Freehold,1.327366468935169,103.851568376064,0.7397,0.8778,0.8778,1.0,1.0
138493,ONE-NORTH EDEN,Central Region,Queenstown,RCR,Apartment,5,99-yr,1.303446024835805,103.7890680960957,0.4397,0.5079,1.9769,0.0,1.0
538420,OASIS GARDEN,Central Region,Toa Payoh,RCR,Condominium,19,Freehold,1.338810196359583,103.8830363301405,0.5429,1.28,1.28,0.0,1.0
259334,JUNIPER HILL,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.316482033978174,103.8298971534507,0.5879,0.4742,0.4742,1.0,1.0
399733,GUILLEMARD SUITES,Central Region,Geylang,RCR,Apartment,14,Freehold,1.310945218527262,103.8827210977205,0.5511,0.5981,0.9797,1.0,1.0
248356,RV RESIDENCES,Central Region,Tanglin,CCR,Condominium,10,999-yr,1.294341050607592,103.8284402824237,0.923,0.1873,0.1873,1.0,1.0
098367,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,Central Region,Southern Islands,CCR,Condominium,4,99-yr,1.249130462486708,103.8415329893383,2.7467,3.5912,5.0709,0.0,0.0
308208,M21,Central Region,Novena,CCR,Apartment,11,Freehold,1.322522121873029,103.8488911073086,0.6084,1.1032,1.1032,0.0,1.0
228192,SOPHIA RESIDENCE,Central Region,Rochor,CCR,Condominium,9,Freehold,1.300101629965508,103.8483424911133,0.2614,2.4002,2.4002,0.0,0.0
239435,THE TRILLIUM,Central Region,Singapore River,CCR,Condominium,9,Freehold,1.294747275855594,103.8326239259162,0.9092,0.5561,0.5561,1.0,1.0
268674,FOURTH AVENUE RESIDENCES,Central Region,Bukit Timah,CCR,Apartment,10,99-yr,1.330389169814165,103.7969011644238,0.1267,0.9662,0.9662,1.0,1.0
649927,SUMMERDALE,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.341836768717319,103.7119243182136,0.7268,0.5399,0.8927,1.0,1.0
738230,THE WOODGROVE,North Region,Woodlands,OCR,Apartment,25,99-yr,1.428798985826826,103.781495092242,0.9233,1.5388,10.0235,0.0,0.0
618726,LAKE LIFE,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.331791512158922,103.7242031310729,1.4373,0.9527,0.9527,1.0,1.0
426194,SUITES TWENTY-TWO,East Region,Bedok,OCR,Apartment,15,Freehold,1.316889299788077,103.9078629980401,0.6071,0.1351,1.2862,0.0,1.0
534041,PARC VERA,North East Region,Hougang,OCR,Condominium,19,99-yr,1.363767144163412,103.8953147418654,0.8996,0.2077,0.2077,1.0,1.0
689860,MI CASA,West Region,Choa Chu Kang,OCR,Condominium,23,99-yr,1.384272308473097,103.7479394666822,0.4148,0.4526,5.9622,0.0,0.0
659244,GUILIN VIEW,West Region,Bukit Batok,OCR,Condominium,23,99-yr,1.356062745893786,103.7527669627617,0.3033,0.9934,4.1734,0.0,0.0
519470,PASIR RIS 8,East Region,Pasir Ris,OCR,Apartment,18,99-yr,1.37414835678175,103.9485767296799,0.1459,0.2021,2.4545,0.0,0.0
519495,EASTVALE,East Region,Pasir Ris,OCR,Executive Condominium,18,99-yr,1.374674027629891,103.9531680452598,0.4688,0.4745,2.6631,0.0,0.0
528574,THE SANTORINI,East Region,Tampines,OCR,Condominium,18,99-yr,1.351966592974942,103.9281418771059,1.3659,0.1822,0.1822,1.0,1.0
689683,THE WARREN,West Region,Choa Chu Kang,OCR,Condominium,23,99-yr,1.387214746830759,103.7434425490701,0.2306,0.9536,6.0029,0.0,0.0
690091,OTTO PLACE,West Region,Tengah,OCR,Executive Condominium,24,99-yr,1.347937352868988,103.7367587782612,0.7757,0.3721,2.1777,0.0,0.0
127303,THE STELLAR,West Region,Clementi,OCR,Condominium,5,Freehold,1.29374202132454,103.7675816227646,1.869,1.3326,1.3326,0.0,1.0
528568,THE SANTORINI,East Region,Tampines,OCR,Condominium,18,99-yr,1.35178365804951,103.9278499135907,1.3837,0.2201,0.2201,1.0,1.0
768113,THE MILTONIA RESIDENCES,North Region,Yishun,OCR,Condominium,27,99-yr,1.416950899872745,103.8485082042594,1.7268,1.5156,5.0051,0.0,0.0
269201,DUCHESS CREST,Central Region,Bukit Timah,CCR,Condominium,10,99-yr,1.325025072054952,103.8034322876677,0.4779,0.0886,0.0886,1.0,1.0
269200,DUCHESS CREST,Central Region,Bukit Timah,CCR,Condominium,10,99-yr,1.324832928165943,103.804177875974,0.3978,0.0739,0.0739,1.0,1.0
259852,PINEWOOD GARDENS,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.3158683800071,103.8297192362446,0.627,0.5208,0.5208,1.0,1.0
828721,PARC CENTROS,North East Region,Punggol,OCR,Condominium,19,99-yr,1.403210655641388,103.9043288557204,0.2322,0.5021,1.9966,0.0,1.0
648341,THE CENTRIS,West Region,Jurong West,OCR,Apartment,22,99-yr,1.339894817344943,103.705260060876,0.157,0.4877,1.5748,0.0,1.0
797498,THE TOPIARY,North East Region,Sengkang,OCR,Executive Condominium,28,99-yr,1.387883506399972,103.8724420756966,2.3375,0.4099,0.9219,1.0,1.0
688214,SOL ACRES,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.377063080130286,103.7499690563013,1.1129,0.392,5.4389,0.0,0.0
737768,FORESTVILLE,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.432030097930968,103.7998988932367,0.9595,0.8839,8.8596,0.0,0.0
544818,ESPARINA RESIDENCES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.380957893486567,103.8909811112555,0.2559,0.2731,0.2731,1.0,1.0
658880,PARKVIEW APARTMENTS,West Region,Bukit Batok,OCR,Apartment,23,99-yr,1.341668459300236,103.7607620734063,1.4893,1.281,2.7582,0.0,0.0
787066,THE CALROSE,North East Region,Ang Mo Kio,OCR,Condominium,26,Freehold,1.382916128570954,103.8369783050257,0.271,0.4516,2.0292,0.0,0.0
529943,MELVILLE PARK,East Region,Tampines,OCR,Condominium,18,99-yr,1.349445060823714,103.9583838423568,0.8904,1.3838,1.6393,0.0,1.0
398636,REZI 24,Central Region,Geylang,RCR,Apartment,14,Freehold,1.311564225009452,103.883576001591,0.5461,0.6189,0.8985,1.0,1.0
534074,THE MINTON,North East Region,Hougang,OCR,Condominium,19,99-yr,1.352830710976322,103.8809262194131,0.9012,0.6561,1.2802,0.0,1.0
787058,CASTLE GREEN,North East Region,Ang Mo Kio,OCR,Condominium,26,99-yr,1.385428573304253,103.8407231102284,0.6214,0.0583,1.9861,0.0,1.0
128047,BLUE HORIZON,West Region,Clementi,OCR,Condominium,5,99-yr,1.297176085950201,103.764950465601,2.0043,0.853,0.853,1.0,1.0
648335,THE CENTRIS,West Region,Jurong West,OCR,Apartment,22,99-yr,1.339058162620362,103.7052469159723,0.1037,0.5808,1.5723,0.0,1.0
506930,CASA AL MARE,East Region,Pasir Ris,OCR,Apartment,17,Freehold,1.37785629605718,103.9570896199723,1.02,0.6051,3.1684,0.0,0.0
769474,THE NAUTICAL,North Region,Sembawang,OCR,Condominium,27,99-yr,1.442817007779111,103.8247376547768,0.5742,0.6521,8.4503,0.0,0.0
809689,GRANDE VISTA,North East Region,Ang Mo Kio,OCR,Condominium,28,999-yr,1.387975069344655,103.8541285769193,1.2333,0.9571,1.7695,0.0,1.0
689882,WANDERVALE,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.38347939915726,103.7494294247716,0.6,0.3783,5.9787,0.0,0.0
549010,D'HIRO@HILLSIDE,North East Region,Hougang,OCR,Apartment,19,999-yr,1.360016032055495,103.8747712883697,1.1544,0.4435,1.1895,0.0,1.0
529411,PARKTOWN RESIDENCE,East Region,Tampines,OCR,Apartment,18,99-yr,1.366848422810875,103.9377763572148,1.4523,0.7314,1.7316,0.0,1.0
518205,LIVIA,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.373057033665282,103.9424590943861,0.7582,0.7802,2.2853,0.0,0.0
465535,CASA MERAH,East Region,Bedok,OCR,Apartment,16,99-yr,1.328573682895176,103.9456869577703,0.1706,0.3653,2.3637,0.0,0.0
534209,RIO VISTA,North East Region,Hougang,OCR,Condominium,19,99-yr,1.373564031093719,103.9016924952436,1.0581,1.0311,1.2072,0.0,1.0
098532,THE OCEANFRONT @ SENTOSA COVE,Central Region,Southern Islands,CCR,Condominium,4,99-yr,1.243234459466692,103.8419646383058,3.404,4.0886,5.7134,0.0,0.0
129852,FABER RESIDENCE,West Region,Clementi,OCR,Apartment,5,99-yr,1.322415725629626,103.7535672958819,1.52,1.5022,1.7396,0.0,1.0
238275,UE SQUARE,Central Region,Singapore River,CCR,Apartment,9,Other,1.293105265541779,103.8418055094411,0.3832,1.5287,1.5287,0.0,1.0
249631,THE GRANGE,Central Region,River Valley,CCR,Condominium,10,Freehold,1.301374872118312,103.8238103306712,0.9819,0.7045,0.7045,1.0,1.0
309459,DERBYSHIRE HEIGHTS,Central Region,Novena,CCR,Apartment,11,Freehold,1.316123411854451,103.8455187790104,0.5154,1.3138,1.3138,0.0,1.0
258371,NASSIM JADE,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.306633498727834,103.8259449546303,0.7605,0.9073,0.9073,1.0,1.0
690090,OTTO PLACE,West Region,Tengah,OCR,Executive Condominium,24,99-yr,1.347937352868988,103.7367587782612,0.7757,0.3721,2.1777,0.0,0.0
479973,PINERY RESIDENCES,East Region,Tampines,OCR,Apartment,16,99-yr,1.34392305832101,103.9390029796234,0.1954,1.1078,1.1078,0.0,1.0
828682,THE AMORE,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.399318828784126,103.9128294816632,1.2545,0.2746,1.7845,0.0,1.0
529772,THE TROPICA,East Region,Tampines,OCR,Condominium,18,99-yr,1.348287133490928,103.9280511882041,1.2174,0.5488,0.5488,1.0,1.0
828791,TWIN WATERFALLS,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.401757530087289,103.8974413249163,0.5577,0.7209,2.02,0.0,0.0
506854,THE JOVELL,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.357740114496037,103.9658671526334,1.1597,1.1153,2.5014,0.0,0.0
367795,THE WOODLEIGH RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.338460741165231,103.871405511562,0.1063,0.3505,0.3505,1.0,1.0
126833,VARSITY PARK CONDOMINIUM,West Region,Clementi,OCR,Condominium,5,99-yr,1.2951468934695,103.7685225262736,1.7748,1.2962,1.2962,0.0,1.0
546056,BLISS@KOVAN,North East Region,Hougang,OCR,Condominium,19,Freehold,1.363091195544911,103.8836848142268,0.4038,0.8187,1.1771,0.0,1.0
529601,ARC AT TAMPINES,East Region,Tampines,OCR,Executive Condominium,18,99-yr,1.35001719791304,103.9284280149625,1.2388,0.3524,0.3524,1.0,1.0
544819,ESPARINA RESIDENCES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.381102997956683,103.8907501792966,0.2668,0.3001,0.3001,1.0,1.0
519946,STRATUM,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.378859941545876,103.9435808490388,0.9056,0.2455,2.9247,0.0,0.0
454946,FLAMINGO VALLEY,East Region,Bedok,OCR,Condominium,15,Freehold,1.318110162574467,103.9223040609855,1.0743,0.567,1.9028,0.0,1.0
439219,QUESTA @ DUNMAN,Central Region,Geylang,RCR,Apartment,15,Freehold,1.309842706100856,103.8965994664534,0.9319,0.3334,1.4308,0.0,1.0
596724,HIGHGATE,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.341791249863292,103.7653977639676,1.1538,1.7934,2.6542,0.0,0.0
438803,ROYAL HALLMARK,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.309074211454459,103.8983199195063,1.1105,0.2066,1.2218,0.0,1.0
598435,GRAND CHATEAU,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.343860883623788,103.768589874738,0.8431,2.1472,2.86,0.0,0.0
098652,CARIBBEAN AT KEPPEL BAY,Central Region,Bukit Merah,RCR,Condominium,4,999-yr,1.265597725748304,103.8148556903498,0.636,0.624,2.7049,0.0,0.0
118166,BAYVILLE CONDOMINIUM,Central Region,Queenstown,RCR,Condominium,5,Freehold,1.281158607815575,103.7877599736331,0.6689,2.0741,2.3363,0.0,0.0
427326,THE MINT RESIDENCES,Central Region,Geylang,RCR,Apartment,15,Freehold,1.314674353169407,103.9049525185766,0.5991,0.2736,1.1157,0.0,1.0
338521,EIGHT RIVERSUITES,Central Region,Kallang,RCR,Condominium,12,99-yr,1.321615113061661,103.8643706539716,0.3775,0.1802,2.2289,0.0,0.0
737898,LA CASA,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.432315244708709,103.7982273435167,0.97,0.7132,9.0012,0.0,0.0
554337,AFFINITY AT SERANGOON,North East Region,Serangoon,OCR,Apartment,19,99-yr,1.365563756663266,103.8736419475192,1.0672,0.6514,0.6514,1.0,1.0
534199,RIO VISTA,North East Region,Hougang,OCR,Condominium,19,99-yr,1.372857522467636,103.9018747940333,1.0625,1.0488,1.2187,0.0,1.0
544649,BELLEWATERS,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.3990171642,103.8909897195498,0.9645,0.2691,2.1878,0.0,0.0
737792,PARC ROSEWOOD,North Region,Woodlands,OCR,Condominium,25,99-yr,1.427597895927988,103.786036326148,0.9653,1.246,9.5572,0.0,0.0
545118,THE RIVERVALE,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.380010839009283,103.8987396527917,0.7181,0.74,0.74,1.0,1.0
518138,D'NEST,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.369112536878906,103.9451433932116,0.6342,0.6142,1.8452,0.0,1.0
427946,PARC BLEU,East Region,Bedok,OCR,Apartment,15,Freehold,1.314071724139747,103.9078206319263,0.8144,0.2725,0.9743,1.0,1.0
415872,EUHABITAT,East Region,Bedok,OCR,Condominium,14,99-yr,1.327517329481781,103.9068811214919,0.8698,1.2473,2.2179,0.0,0.0
534042,BOATHOUSE RESIDENCES,North East Region,Hougang,OCR,Condominium,19,99-yr,1.375578551842556,103.9033167716172,1.2981,1.0951,1.0951,0.0,1.0
529413,PARKTOWN RESIDENCE,East Region,Tampines,OCR,Apartment,18,99-yr,1.366848422810875,103.9377763572148,1.4523,0.7314,1.7316,0.0,1.0
529388,PARKTOWN RESIDENCE,East Region,Tampines,OCR,Apartment,18,99-yr,1.366848422810875,103.9377763572148,1.4523,0.7314,1.7316,0.0,1.0
118955,TERRA HILL,Central Region,Queenstown,RCR,Apartment,5,Freehold,1.278923083196084,103.7926021049573,0.3358,1.9706,1.9706,0.0,1.0
239319,ATTITUDE AT KIM YAM,Central Region,River Valley,CCR,Apartment,9,999-yr,1.295513959242415,103.8389078668437,0.5281,1.2459,1.2459,0.0,1.0
228472,SOPHIA HILLS,Central Region,Rochor,CCR,Condominium,9,99-yr,1.301105570698156,103.846980939381,0.2841,2.3017,2.3017,0.0,0.0
238250,ROBERTSON 100,Central Region,Singapore River,CCR,Apartment,9,Freehold,1.291112089155921,103.8378213443006,0.2535,1.0994,1.0994,0.0,1.0
249592,CLIVEDEN AT GRANGE,Central Region,River Valley,CCR,Condominium,10,Freehold,1.299916593021615,103.8264943717578,0.7833,0.8211,0.8211,1.0,1.0
529383,PARKTOWN RESIDENCE,East Region,Tampines,OCR,Apartment,18,99-yr,1.366848422810875,103.9377763572148,1.4523,0.7314,1.7316,0.0,1.0
767995,SIGNATURE AT YISHUN,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.416680941839323,103.8446729404128,1.3021,1.4211,5.0326,0.0,0.0
669232,HILLS TWOONE,West Region,Bukit Batok,OCR,Apartment,23,Freehold,1.352449245860916,103.7584210560326,1.0063,1.4462,3.9799,0.0,0.0
438865,ROSE MAISON,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.307619269296358,103.8997154318166,1.2646,0.2316,1.0258,0.0,1.0
486356,LAGUNA 88,East Region,Bedok,OCR,Condominium,16,99-yr,1.321762216532639,103.9585734490543,1.4868,1.4563,3.7899,0.0,0.0
466522,SEA PAVILION RESIDENCES,East Region,Bedok,OCR,Apartment,16,Freehold,1.315075780939337,103.9431389872439,1.3935,1.0727,2.961,0.0,0.0
528460,TREASURE AT TAMPINES,East Region,Tampines,OCR,Condominium,18,99-yr,1.344089629291359,103.9480840087529,0.5959,1.047,1.047,0.0,1.0
534026,RIVERSAILS,North East Region,Hougang,OCR,Condominium,19,99-yr,1.378852701805287,103.9024801852634,1.1525,0.7695,0.7695,1.0,1.0
544707,LA FIESTA,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.390121708282699,103.8952560942071,0.1571,0.4167,1.217,0.0,1.0
759153,EUPHONY GARDENS,North Region,Mandai,OCR,Condominium,27,99-yr,1.424766097140356,103.8243578571668,1.2622,0.9592,6.6443,0.0,0.0
599977,KI RESIDENCES AT BROOKVALE,West Region,Clementi,OCR,Condominium,21,999-yr,1.330261615187263,103.768305884871,1.4926,1.3483,1.3483,0.0,1.0
469336,CASAFINA,East Region,Bedok,OCR,Condominium,16,99-yr,1.315775426019244,103.9337047141679,1.0019,0.2948,2.3224,0.0,0.0
465529,CASA MERAH,East Region,Bedok,OCR,Apartment,16,99-yr,1.329293994293096,103.9457783309169,0.2424,0.4446,2.3507,0.0,0.0
533882,KINGSFORD WATERBAY,North East Region,Hougang,OCR,Apartment,19,99-yr,1.374375250855146,103.903485218047,1.2737,1.2242,1.2242,0.0,1.0
538550,THE GAZANIA,North East Region,Serangoon,OCR,Condominium,19,Freehold,1.34523265795056,103.8793826161181,0.2988,0.7448,0.9297,1.0,1.0
469601,THE GLADES,East Region,Bedok,OCR,Condominium,16,99-yr,1.327081152474328,103.947772361121,0.1586,0.2825,2.6361,0.0,0.0
437838,EAST MEWS,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.30319700466563,103.8992671985429,1.3387,0.309,1.0713,0.0,1.0
367800,THE WOODLEIGH RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.339153154265744,103.8720404610917,0.1142,0.2706,0.2706,1.0,1.0
437986,THE MEYERISE,Central Region,Marine Parade,RCR,Condominium,15,Freehold,1.296202469489275,103.8929233864705,1.4377,1.0565,2.0236,0.0,0.0
669562,HILLVIEW HEIGHTS,West Region,Bukit Batok,OCR,Condominium,23,Freehold,1.361017712993558,103.7655743165141,0.2564,1.9861,4.7798,0.0,0.0
659875,LUMINA GRAND,West Region,Bukit Batok,OCR,Executive Condominium,23,99-yr,1.360331380485616,103.7412365364424,1.1887,1.1564,3.404,0.0,0.0
544986,THE QUARTZ,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.381050737212505,103.8938843033619,0.1985,0.3114,0.3114,1.0,1.0
118253,LYNDENWOODS,Central Region,Queenstown,RCR,Apartment,5,99-yr,1.291262434303802,103.7883758033684,0.5018,1.2197,2.0042,0.0,0.0
538310,BARTLEY VUE,Central Region,Toa Payoh,RCR,Apartment,19,99-yr,1.340361858967607,103.8838464441384,0.4982,1.3208,1.3393,0.0,1.0
