Postal Code,Project Name,Planning Region,Planning Area,Market segment,Property Type,Postal District,Tenure Group,Latitude,Longitude,MRT Distance (km),School Distance (km),Top School Distance (km),Top School 1km,Top School 2km
669568,HILLINGTON GREEN,West Region,Bukit Batok,OCR,Condominium,23,999-yr,1.359979067584512,103.76444258781,0.4269,2.0869,4.6754,0.0,0.0
506882,HEDGES PARK CONDOMINIUM,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.355331043647022,103.9667902534943,1.2734,1.382,2.5554,0.0,0.0
768082,THE BROWNSTONE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.445676816564111,103.827262023189,0.4186,0.4384,8.6513,0.0,0.0
544650,BELLEWATERS,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.399039654879261,103.8906795155573,0.9845,0.2653,2.2143,0.0,0.0
529883,DOUBLE BAY RESIDENCES,East Region,Tampines,OCR,Condominium,18,99-yr,1.341039934044838,103.9558560507013,0.3661,1.8403,1.8403,0.0,1.0
465458,ECO,East Region,Bedok,OCR,Condominium,16,99-yr,1.32319347344431,103.9447790707638,0.4775,0.2685,2.5193,0.0,0.0
425766,PROSPERO VILLE,East Region,Bedok,OCR,Apartment,15,Freehold,1.313983863739906,103.9144456365102,0.802,0.8881,1.1556,0.0,1.0
648324,THE LAKEFRONT RESIDENCES,West Region,Jurong West,OCR,Condominium,22,99-yr,1.342614187143726,103.7193755672412,0.2634,0.4152,0.4152,1.0,1.0
128041,WESTCOVE CONDOMINIUM,West Region,Clementi,OCR,Condominium,5,99-yr,1.297520894805002,103.7663316874607,1.97,0.9401,0.9401,1.0,1.0
544775,TERRASSE,North East Region,Hougang,OCR,Condominium,19,99-yr,1.368876791969255,103.8776248739278,1.3278,0.8265,0.8265,1.0,1.0
544805,AUSTVILLE RESIDENCES,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.381008471563035,103.9011558902425,0.9477,0.6433,0.6433,1.0,1.0
828790,TWIN WATERFALLS,North East Region,Punggol,OCR,Executive Condominium,19,99-yr,1.401685407157921,103.8976844612496,0.5344,0.7149,2.0014,0.0,0.0
569786,NUOVO,North East Region,Ang Mo Kio,OCR,Executive Condominium,20,99-yr,1.384367490120189,103.8424103127599,0.4039,0.2707,1.7741,0.0,1.0
538863,THE FLORENCE RESIDENCES,North East Region,Hougang,OCR,Apartment,19,99-yr,1.366102750641908,103.8863638040479,0.6774,0.4763,0.863,1.0,1.0
439865,SEAVIEW POINT,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.299530883669345,103.8998174689405,1.6041,0.6639,1.1768,0.0,1.0
169424,RIVIERE,Central Region,Singapore River,RCR,Apartment,3,99-yr,1.291701597504697,103.8352818320772,0.461,0.8105,0.8105,1.0,1.0
679524,ECO SANCTUARY,West Region,Bukit Panjang,OCR,Condominium,23,99-yr,1.370845691125222,103.7757190363961,1.2177,1.2752,5.9135,0.0,0.0
598442,PINETREE HILL,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.320269604134762,103.7759284369053,1.0302,0.4915,0.4915,1.0,1.0
408970,PARC ESTA,Central Region,Geylang,RCR,Apartment,14,99-yr,1.317743848453561,103.9031400320322,0.2266,0.4374,1.5086,0.0,1.0
117526,MENDON SPRING,Central Region,Queenstown,RCR,Apartment,5,Freehold,1.278668453296768,103.7877670871552,0.4865,2.3119,2.4491,0.0,0.0
544780,TERRASSE,North East Region,Hougang,OCR,Condominium,19,99-yr,1.368454555712872,103.8776942994014,1.2882,0.8449,0.8449,1.0,1.0
658074,THE JADE,West Region,Bukit Batok,OCR,Condominium,23,99-yr,1.349000733274197,103.7489078847786,0.0737,0.4301,3.469,0.0,0.0
357687,PARK COLONIAL,Central Region,Toa Payoh,RCR,Condominium,13,99-yr,1.338787166219259,103.8696110704578,0.1693,0.3987,0.3987,1.0,1.0
219848,HERTFORD MANSION,Central Region,Kallang,RCR,Apartment,8,Freehold,1.312762734363971,103.8484560455461,0.6349,1.7262,1.7262,0.0,1.0
238385,RV ALTITUDE,Central Region,River Valley,CCR,Apartment,9,Freehold,1.296535660018929,103.8351794590493,0.6004,0.8991,0.8991,1.0,1.0
797462,RIVERTREES RESIDENCES,North East Region,Sengkang,OCR,Apartment,28,99-yr,1.39384655623012,103.8805148298611,1.6713,0.6062,1.6478,0.0,1.0
118668,LUXE VILLE,Central Region,Queenstown,RCR,Apartment,5,Freehold,1.289548293308927,103.7770892812889,0.9166,2.4284,2.4284,0.0,0.0
737895,LA CASA,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.432657773243174,103.7977364318165,0.9533,0.6468,9.0653,0.0,0.0
828786,A TREASURE TROVE,North East Region,Punggol,OCR,Condominium,19,99-yr,1.404697694634948,103.8998989502854,0.3078,0.3103,2.2354,0.0,0.0
797499,THE TOPIARY,North East Region,Sengkang,OCR,Executive Condominium,28,99-yr,1.387998064403756,103.8721261241714,2.3747,0.4469,0.9458,1.0,1.0
417472,STARVILLE,East Region,Bedok,OCR,Condominium,14,Freehold,1.328475050375956,103.9124557547216,0.8286,1.4337,1.6085,0.0,1.0
538686,REGENTVILLE,North East Region,Hougang,OCR,Apartment,19,99-yr,1.374568630581871,103.8775236107043,1.6968,0.664,0.664,1.0,1.0
618721,LAKE LIFE,West Region,Jurong West,OCR,Executive Condominium,22,99-yr,1.332155389901202,103.7238176154975,1.3879,0.8952,0.8952,1.0,1.0
737938,ROSEWOOD,North Region,Woodlands,OCR,Condominium,25,99-yr,1.431402387862563,103.7865904611256,0.54,0.9077,9.8025,0.0,0.0
548086,THE BENTLY RESIDENCES@KOVAN,North East Region,Hougang,OCR,Apartment,19,Freehold,1.358094598090914,103.8801248960384,0.6536,0.2062,1.4321,0.0,1.0
358262,D' ALMIRA,North East Region,Serangoon,OCR,Apartment,13,Freehold,1.34490549467175,103.8679423097017,0.7077,0.5327,0.5713,1.0,1.0
518180,SEASTRAND,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.375588309238575,103.9608397271623,1.3159,0.1196,3.1739,0.0,0.0
519966,ELIAS GREEN,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.371941988896836,103.9418240561216,0.8378,0.8516,2.1683,0.0,0.0
689674,NORTHVALE,West Region,Choa Chu Kang,OCR,Apartment,23,99-yr,1.386747096929697,103.7453201453671,0.1869,0.8024,6.053,0.0,0.0
589655,THE NEXUS,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.333739634845321,103.7866089855948,0.4439,2.1479,2.1479,0.0,0.0
228305,CASA CAIRNHILL,Central Region,Newton,CCR,Apartment,9,Freehold,1.308107931744438,103.8395460628818,0.6852,1.2744,1.2744,0.0,1.0
268673,FOURTH AVENUE RESIDENCES,Central Region,Bukit Timah,CCR,Apartment,10,99-yr,1.33034073322114,103.7972454712185,0.1626,0.9318,0.9318,1.0,1.0
257773,VILLA DELLE ROSE,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.312280482725026,103.8079737574439,0.5636,0.8162,0.8162,1.0,1.0
545023,KOVAN MELODY,North East Region,Hougang,OCR,Condominium,19,99-yr,1.359559682100893,103.8836165370777,0.2347,0.6161,1.3184,0.0,1.0
425604,KINGS APARTMENTS,East Region,Bedok,OCR,Apartment,15,Freehold,1.311911543354885,103.9077219561978,1.0074,0.4986,0.737,1.0,1.0
554339,AFFINITY AT SERANGOON,North East Region,Serangoon,OCR,Apartment,19,99-yr,1.366082932147903,103.8732052536627,1.0312,0.5764,0.5764,1.0,1.0
797531,H2O RESIDENCES,North East Region,Sengkang,OCR,Condominium,28,99-yr,1.392825619081798,103.8802100530185,1.6914,0.5865,1.5297,0.0,1.0
126810,CLEMENTIWOODS CONDOMINIUM,West Region,Clementi,OCR,Condominium,5,99-yr,1.296814034069715,103.767536280823,1.9121,1.0941,1.0941,0.0,1.0
528510,THE TAPESTRY,East Region,Tampines,OCR,Condominium,18,99-yr,1.354109903143123,103.9292607955923,1.4076,0.1197,0.1197,1.0,1.0
544706,LA FIESTA,North East Region,Sengkang,OCR,Condominium,19,99-yr,1.390010116503078,103.8954640073765,0.1693,0.4336,1.1908,0.0,1.0
427955,JOO CHIAT VERBENA,East Region,Bedok,OCR,Apartment,15,Freehold,1.314731431314452,103.9069097587604,0.6946,0.1748,1.0612,0.0,1.0
828788,A TREASURE TROVE,North East Region,Punggol,OCR,Condominium,19,99-yr,1.404860175438936,103.8993718636253,0.3673,0.3152,2.2686,0.0,0.0
609775,PARC OASIS,West Region,Jurong East,OCR,Condominium,22,99-yr,1.343539036180663,103.734651750221,0.2656,0.1703,1.7739,0.0,1.0
528457,TREASURE AT TAMPINES,East Region,Tampines,OCR,Condominium,18,99-yr,1.344259322897956,103.9490735929936,0.4919,1.0834,1.0834,0.0,1.0
448909,MANDARIN GARDENS,East Region,Bedok,OCR,Condominium,15,99-yr,1.307698754822904,103.9251069477477,1.8897,1.5527,1.8469,0.0,1.0
659804,REGENT HEIGHTS,West Region,Bukit Batok,OCR,Condominium,23,99-yr,1.353080682676622,103.7561458091565,0.7826,1.2081,4.1253,0.0,0.0
757707,SELETARIS,North Region,Sembawang,OCR,Condominium,27,Freehold,1.435473601174834,103.8240425750906,1.0595,0.5137,7.7281,0.0,0.0
119749,BANYAN CONDOMINIUM,Central Region,Queenstown,RCR,Condominium,5,Freehold,1.278465304995431,103.7888298202862,0.3798,2.2775,2.3556,0.0,0.0
387914,SUNNY GROVE,Central Region,Geylang,RCR,Apartment,14,Freehold,1.315582611768873,103.8894620405807,0.4888,0.5442,0.7262,1.0,1.0
259035,THE GIVERNY RESIDENCES,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.318990804485264,103.8275757226142,0.208,0.5367,0.5367,1.0,1.0
228470,SOPHIA HILLS,Central Region,Rochor,CCR,Condominium,9,99-yr,1.300212780950613,103.8475800904599,0.2338,2.3252,2.3252,0.0,0.0
298128,TAN TONG MENG TOWER,Central Region,Novena,CCR,Apartment,11,Freehold,1.327767198935214,103.8416144528799,0.8488,0.5628,0.5628,1.0,1.0
159015,TANGLIN VIEW,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.292065647253046,103.8172952198658,0.2778,1.1647,1.1647,0.0,1.0
329371,GAIA,Central Region,Novena,RCR,Apartment,12,Freehold,1.327845108510115,103.8437094357349,0.6787,0.4394,0.4394,1.0,1.0
388134,SIMS GREEN,Central Region,Geylang,RCR,Apartment,14,99-yr,1.314369447987299,103.8843457898492,0.2792,0.5745,0.5827,1.0,1.0
207227,CITY SQUARE RESIDENCES,Central Region,Kallang,RCR,Condominium,8,Freehold,1.31091084906393,103.8577855950501,0.4387,1.4317,2.7104,0.0,0.0
169659,RIVER PLACE,Central Region,Singapore River,RCR,Condominium,3,99-yr,1.289506318778016,103.8405356895053,0.2546,1.4316,1.4316,0.0,1.0
367806,THE WOODLEIGH RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.338189918451648,103.8716276858397,0.1441,0.3778,0.3778,1.0,1.0
228238,SCOTTS SQUARE,Central Region,Orchard,CCR,Apartment,9,Freehold,1.305799429661715,103.8330747062191,0.2221,1.3661,1.3661,0.0,1.0
219378,N.A.,Central Region,Kallang,RCR,Apartment,8,Freehold,1.313035195793294,103.8480053253435,0.6871,1.6688,1.6688,0.0,1.0
279988,ROYALGREEN,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.331618392672949,103.7942524009869,0.245,1.2876,1.2876,0.0,1.0
229546,THE TATE RESIDENCES,Central Region,Newton,CCR,Condominium,9,Freehold,1.308460172967629,103.8306422637012,0.5293,1.1258,1.1258,0.0,1.0
597158,CLEMENTI PARK,West Region,Clementi,OCR,Condominium,21,Freehold,1.3295975762818,103.7666862890497,1.6097,1.292,1.292,0.0,1.0
454855,FLAMINGO VALLEY,East Region,Bedok,OCR,Condominium,15,Freehold,1.31830293539981,103.9232153577502,0.9818,0.519,1.8658,0.0,1.0
465466,GRANDEUR PARK RESIDENCES,East Region,Bedok,OCR,Condominium,16,99-yr,1.324890401930753,103.9448414467256,0.3058,0.1324,2.433,0.0,0.0
545075,COMPASS HEIGHTS,North East Region,Sengkang,OCR,Apartment,19,99-yr,1.391351118982306,103.8959975345311,0.0725,0.315,1.2142,0.0,1.0
469983,BAYSHORE PARK,East Region,Bedok,OCR,Condominium,16,99-yr,1.310900983519509,103.9364127614768,1.6206,0.8732,2.94,0.0,0.0
238146,8 SAINT THOMAS,Central Region,River Valley,CCR,Condominium,9,Freehold,1.296143479772473,103.8362924540365,0.5534,0.992,0.992,1.0,1.0
258710,CYAN,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.317247574821667,103.8299725999759,0.5356,0.4117,0.4117,1.0,1.0
248476,TANGLIN PARK,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.299833934541295,103.8166498404585,1.1347,0.4982,0.4982,1.0,1.0
308107,NOVENA SUITES,Central Region,Novena,CCR,Apartment,11,Freehold,1.318867740029555,103.8447351812478,0.2017,1.2123,1.2123,0.0,1.0
534072,THE MINTON,North East Region,Hougang,OCR,Condominium,19,99-yr,1.352862782221288,103.8814831930362,0.9248,0.6832,1.3417,0.0,1.0
457908,THE HACIENDA,East Region,Bedok,OCR,Condominium,15,Freehold,1.313711462161968,103.9267823713756,1.1959,0.9643,2.2188,0.0,0.0
439826,LIV @ MB,Central Region,Marine Parade,RCR,Condominium,15,99-yr,1.300262200579641,103.8880919768421,0.8943,1.1099,2.1919,0.0,0.0
329776,RITZ MANSIONS,Central Region,Novena,RCR,Apartment,12,Freehold,1.325285587011481,103.8528350098421,1.0093,1.1272,1.1272,0.0,1.0
098417,REFLECTIONS AT KEPPEL BAY,Central Region,Bukit Merah,RCR,Condominium,4,99-yr,1.266795342269658,103.8106369150181,0.433,0.8627,2.4672,0.0,0.0
168595,HIGHLINE RESIDENCES,Central Region,Bukit Merah,RCR,Condominium,3,99-yr,1.284013886881875,103.8297566425645,0.3458,0.9841,0.9841,1.0,1.0
398924,WING FONG MANSIONS,Central Region,Geylang,RCR,Apartment,14,Freehold,1.310575520744865,103.8790789337521,0.5687,0.4956,1.1613,0.0,1.0
358454,THE POIZ RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.331556084725778,103.868364129609,0.1029,1.0588,1.1804,0.0,1.0
588378,MAYFAIR GARDENS,Central Region,Bukit Timah,RCR,Condominium,21,99-yr,1.338528391960579,103.7817708320915,0.3653,2.6219,2.6219,0.0,0.0
589639,THE CASCADIA,Central Region,Bukit Timah,RCR,Condominium,21,Freehold,1.333464143567814,103.7878291647279,0.5801,2.0124,2.0124,0.0,0.0
538756,THE MINTON,North East Region,Hougang,OCR,Condominium,19,99-yr,1.351444403411472,103.8818173192641,0.9508,0.8386,1.3589,0.0,1.0
679625,THE BOTANY AT DAIRY FARM,West Region,Bukit Panjang,OCR,Condominium,23,99-yr,1.366401289445761,103.772610828237,0.7286,1.5762,5.3847,0.0,0.0
659754,LUMINA GRAND,West Region,Bukit Batok,OCR,Executive Condominium,23,99-yr,1.360331380485616,103.7412365364424,1.1887,1.1564,3.404,0.0,0.0
689886,WANDERVALE,West Region,Choa Chu Kang,OCR,Executive Condominium,23,99-yr,1.382920374957426,103.7493908169451,0.6206,0.318,5.9248,0.0,0.0
518071,COCO PALMS,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.372034704990906,103.9464018364503,0.3389,0.3449,2.1823,0.0,0.0
128809,THE TRILINQ,West Region,Clementi,OCR,Condominium,5,99-yr,1.318631336131626,103.7611371610884,0.5895,0.729,0.8336,1.0,1.0
419530,THE NAVIAN,East Region,Bedok,OCR,Apartment,14,Freehold,1.327808877665827,103.9063995844816,0.8364,1.2805,2.2561,0.0,0.0
768074,1 CANBERRA,North Region,Yishun,OCR,Executive Condominium,27,99-yr,1.4378732768896,103.8294748481666,0.5709,0.6736,7.751,0.0,0.0
528576,THE ALPS RESIDENCES,East Region,Tampines,OCR,Condominium,18,99-yr,1.354863917857961,103.9298095367992,1.422,0.2084,0.2084,1.0,1.0
279990,ROYALGREEN,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.331825670362736,103.793642890409,0.3108,1.3574,1.3574,0.0,1.0
229508,THE COLLECTIVE AT ONE SOPHIA,Central Region,Rochor,CCR,Apartment,9,99-yr,1.301412264200912,103.849115522647,0.3727,2.5105,2.5105,0.0,0.0
308125,LA MAISON,Central Region,Novena,CCR,Apartment,11,Freehold,1.31953348960236,103.8470298594525,0.3697,1.3634,1.3634,0.0,1.0
288564,THE PARK VALE,Central Region,Bukit Timah,CCR,Condominium,11,999-yr,1.329995136681724,103.8116231981975,0.6754,0.9768,0.9768,1.0,1.0
239106,THE BOTANIC ON LLOYD,Central Region,River Valley,CCR,Condominium,9,Freehold,1.29657340471346,103.8395154324511,0.4126,1.3443,1.3443,0.0,1.0
259984,21 ANDERSON,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.312652153204523,103.828026963441,0.8758,0.8843,0.8843,1.0,1.0
238539,THE PATERSON,Central Region,River Valley,CCR,Condominium,9,Freehold,1.300467222140348,103.8305878895858,0.4321,0.9082,0.9082,1.0,1.0
528474,TREASURE AT TAMPINES,East Region,Tampines,OCR,Condominium,18,99-yr,1.344626881547682,103.9480265354383,0.6148,0.9907,0.9907,1.0,1.0
535129,THE TEMBUSU,North East Region,Hougang,OCR,Condominium,19,Freehold,1.361530943933421,103.8894097490758,0.4472,0.6567,0.6567,1.0,1.0
598752,PARC PALAIS,West Region,Bukit Batok,OCR,Condominium,21,Freehold,1.356283705192281,103.7641881419857,0.7716,2.1625,4.2699,0.0,0.0
828780,A TREASURE TROVE,North East Region,Punggol,OCR,Condominium,19,99-yr,1.405491330246649,103.8998306639428,0.3681,0.2298,2.3227,0.0,0.0
788981,SPRINGLEAF RESIDENCE,North Region,Yishun,OCR,Apartment,26,99-yr,1.396012486537927,103.8175631983244,0.303,2.7798,4.608,0.0,0.0
479991,PINERY RESIDENCES,East Region,Tampines,OCR,Apartment,16,99-yr,1.343542163640287,103.9392066991867,0.2416,1.134,1.134,0.0,1.0
479265,WATERFRONT ISLE,East Region,Bedok,OCR,Condominium,16,99-yr,1.337520378777903,103.9278209196533,0.5043,0.3934,0.3934,1.0,1.0
567749,GRANDEUR 8,North East Region,Ang Mo Kio,OCR,Condominium,20,99-yr,1.376437298580163,103.8467234050533,0.6242,0.432,0.8075,1.0,1.0
767955,THE VISIONAIRE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.447039420676796,103.8265607853386,0.5835,0.5749,8.82,0.0,0.0
469338,CASAFINA,East Region,Bedok,OCR,Condominium,16,99-yr,1.315229652743496,103.9339650300448,1.0691,0.3528,2.3896,0.0,0.0
807016,THE GREENWICH,North East Region,Serangoon,OCR,Condominium,28,99-yr,1.386680903126003,103.8701953570439,2.5514,0.6129,0.9199,1.0,1.0
128017,HUNDRED TREES,West Region,Clementi,OCR,Condominium,5,Other,1.314416812091573,103.7591641018019,0.6744,0.437,1.1298,0.0,1.0
457400,VILLA MARINA,East Region,Bedok,OCR,Condominium,15,99-yr,1.310188675014798,103.9281571729271,1.5469,1.1257,2.2332,0.0,0.0
437606,PEACH GARDEN,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.297194374048366,103.8957921429468,1.4858,0.855,1.6937,0.0,1.0
449302,COTE D'AZUR,Central Region,Marine Parade,RCR,Condominium,15,99-yr,1.300819092500706,103.9037457610972,1.9019,0.63,0.7431,1.0,1.0
219406,VANADIUM,Central Region,Kallang,RCR,Apartment,8,Freehold,1.312893183222427,103.8478040306204,0.7081,1.6531,1.6531,0.0,1.0
419740,SUITES@CHANGI,Central Region,Geylang,RCR,Apartment,14,Freehold,1.317041377544015,103.9047482815385,0.3482,0.2425,1.3708,0.0,1.0
596112,FORETT@BUKIT TIMAH,Central Region,Bukit Timah,RCR,Apartment,21,Freehold,1.340632737589872,103.7681019618006,0.8569,2.1047,2.5017,0.0,0.0
098635,CARIBBEAN AT KEPPEL BAY,Central Region,Bukit Merah,RCR,Condominium,4,999-yr,1.267848813829096,103.8149721131723,0.6616,0.408,2.4723,0.0,0.0
457267,PARK EAST,East Region,Bedok,OCR,Condominium,15,Freehold,1.318451895562793,103.923866427276,0.9164,0.4941,1.8413,0.0,1.0
518214,NV RESIDENCES,East Region,Pasir Ris,OCR,Condominium,18,99-yr,1.371787555046687,103.9434339978037,0.6646,0.6754,2.1388,0.0,0.0
528809,CHANGI RISE CONDOMINIUM,East Region,Tampines,OCR,Condominium,18,99-yr,1.349327612933966,103.960301976348,0.8472,1.5656,1.8508,0.0,1.0
228490,PARC EMILY,Central Region,Rochor,CCR,Condominium,9,Freehold,1.304354948465207,103.8487578783086,0.2673,2.2506,2.2506,0.0,0.0
298190,THOMSON 800,Central Region,Toa Payoh,CCR,Condominium,11,Freehold,1.341102833431805,103.8387410759211,0.38,0.9951,1.0432,0.0,1.0
439871,THE ARISTO @ AMBER,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.300251659889091,103.9008233872373,1.6494,0.6605,1.0394,0.0,1.0
437920,THE SOVEREIGN,Central Region,Marine Parade,RCR,Condominium,15,Freehold,1.296531266969444,103.8934190274684,1.4244,1.0005,1.9576,0.0,1.0
319583,TREVISTA,Central Region,Toa Payoh,RCR,Condominium,12,99-yr,1.338095057535315,103.846775797512,0.2641,0.1071,0.1071,1.0,1.0
575579,THOMSON GRAND,Central Region,Bishan,RCR,Condominium,20,99-yr,1.36534920847375,103.830268477018,0.2378,1.2666,2.2128,0.0,0.0
579721,BRADDELL VIEW,Central Region,Toa Payoh,RCR,Apartment,20,Other,1.343082163404842,103.8408156590751,0.611,0.8026,0.9676,1.0,1.0
768079,THE BROWNSTONE,North Region,Sembawang,OCR,Executive Condominium,27,99-yr,1.446050905055238,103.8270514270833,0.4649,0.4794,8.6983,0.0,0.0
259402,THE DRAYCOTT,Central Region,Newton,CCR,Apartment,10,Freehold,1.311890076981176,103.8316699373106,0.7109,0.728,0.728,1.0,1.0
669613,HILLINGTON GREEN,West Region,Bukit Batok,OCR,Condominium,23,999-yr,1.360171836825832,103.7650983582012,0.3585,2.0725,4.6901,0.0,0.0
127726,BOTANNIA,West Region,Clementi,OCR,Condominium,5,Other,1.319029871228705,103.7539540434437,1.3186,1.2085,1.6333,0.0,1.0
347842,THE VENUE RESIDENCES,Central Region,Toa Payoh,RCR,Apartment,13,99-yr,1.329060385407173,103.8690714751956,0.2779,0.9478,1.4262,0.0,1.0
258379,SAGE,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.307339650135334,103.8243564769227,0.9537,0.7531,0.7531,1.0,1.0
257913,PARC STEVENS,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.316717626721454,103.8275861297233,0.4275,0.6453,0.6453,1.0,1.0
239229,RIVERSHIRE,Central Region,River Valley,CCR,Apartment,9,Freehold,1.296737447608277,103.8330057154148,0.7816,0.7098,0.7098,1.0,1.0
268800,FIFTH AVENUE CONDOMINIUM,Central Region,Bukit Timah,CCR,Condominium,10,Freehold,1.329905575151868,103.7958224618985,0.0172,1.041,1.041,0.0,1.0
259819,BELMOND GREEN,Central Region,Tanglin,CCR,Condominium,10,Freehold,1.316027477265027,103.8315898284083,0.7171,0.3388,0.3388,1.0,1.0
329602,D'MIRA,Central Region,Novena,RCR,Apartment,12,Freehold,1.327518386404429,103.8498539989222,0.6257,0.7135,0.7135,1.0,1.0
208749,CITYLIGHTS,Central Region,Kallang,RCR,Condominium,8,99-yr,1.308995552755163,103.8626596117077,0.1801,1.0216,2.6816,0.0,0.0
387951,FUYUEN COURT,Central Region,Geylang,RCR,Apartment,14,Freehold,1.315927106244223,103.888948723639,0.5175,0.5745,0.6576,1.0,1.0
437603,PEACH GARDEN,Central Region,Marine Parade,RCR,Apartment,15,Freehold,1.298041970937602,103.8955546260925,1.3931,0.7671,1.6682,0.0,1.0
217920,BLISS REGALIA,Central Region,Kallang,RCR,Apartment,8,Freehold,1.316212739578025,103.8541959998338,0.4162,1.4138,1.9992,0.0,1.0
307781,SUFFOLK PREMIER,Central Region,Novena,CCR,Apartment,11,Freehold,1.314243997927163,103.8446867300133,0.6955,1.2762,1.2762,0.0,1.0
238403,LUMA,Central Region,River Valley,CCR,Apartment,9,Freehold,1.296799108407316,103.83459713454,0.6305,0.8578,0.8578,1.0,1.0
738995,TWIN FOUNTAINS,North Region,Woodlands,OCR,Executive Condominium,25,99-yr,1.431070536514119,103.800096567627,1.0632,0.9624,8.7627,0.0,0.0
544560,OLA,North East Region,Sengkang,OCR,Executive Condominium,19,99-yr,1.397193549055852,103.8920283565021,0.7312,0.1901,1.9646,0.0,1.0
567696,THE PANORAMA,North East Region,Ang Mo Kio,OCR,Condominium,20,99-yr,1.375884494210664,103.8342266326537,0.6203,0.7633,1.8452,0.0,1.0
657977,LE QUEST,West Region,Bukit Batok,OCR,Apartment,23,99-yr,1.355662249439935,103.7410973534169,1.1962,0.7259,3.0505,0.0,0.0
689865,MI CASA,West Region,Choa Chu Kang,OCR,Condominium,23,99-yr,1.383725032208531,103.7481472752047,0.4576,0.3898,5.9232,0.0,0.0
828733,RIVER ISLES,North East Region,Punggol,OCR,Condominium,19,99-yr,1.397083634576464,103.912715742216,1.3497,0.385,1.5646,0.0,1.0
506865,THE INFLORA,East Region,Pasir Ris,OCR,Condominium,17,99-yr,1.356269562723168,103.9662607555848,1.2035,1.2645,2.512,0.0,0.0
678948,HAZEL PARK CONDOMINIUM,West Region,Bukit Panjang,OCR,Condominium,23,999-yr,1.373155092076421,103.7657015247618,0.4627,0.6858,6.126,0.0,0.0
249102,JERVOIS MANSION,Central Region,Tanglin,CCR,Apartment,10,Freehold,1.293217126411431,103.8241987399982,0.87,0.4331,0.4331,1.0,1.0
544735,KOVAN REGENCY,North East Region,Hougang,OCR,Condominium,19,99-yr,1.363331362644039,103.8856241144503,0.3649,0.7782,0.9606,1.0,1.0
487049,EAST VILLAGE,East Region,Bedok,OCR,Apartment,16,Freehold,1.331775814756763,103.9462012418629,0.5102,0.6174,2.3244,0.0,0.0
528715,DOUBLE BAY RESIDENCES,East Region,Tampines,OCR,Condominium,18,99-yr,1.340529180549066,103.9567769668992,0.4813,1.9536,1.9536,0.0,1.0
455615,EASTBAY,East Region,Bedok,OCR,Apartment,15,Freehold,1.312878568921875,103.9292591912749,1.237,0.8149,2.4381,0.0,0.0
509905,KASSIA,East Region,Pasir Ris,OCR,Condominium,17,Freehold,1.357096306242575,103.9655019003751,1.1163,1.1398,2.4461,0.0,0.0
788880,HILLOCK GREEN,North East Region,Ang Mo Kio,OCR,Apartment,26,99-yr,1.385096319486065,103.833849401084,0.1555,0.7067,2.4466,0.0,0.0
768114,THE MILTONIA RESIDENCES,North Region,Yishun,OCR,Condominium,27,99-yr,1.417186548848774,103.8484444191596,1.7192,1.4889,5.0318,0.0,0.0
309973,ZEDGE,Central Region,Novena,CCR,Apartment,11,Freehold,1.322421724075225,103.8481720327965,0.5306,1.0841,1.0841,0.0,1.0
287128,WATTEN HILL,Central Region,Bukit Timah,CCR,Condominium,11,Freehold,1.330135459911819,103.809508702207,0.5691,0.7944,0.7944,1.0,1.0
228079,WILKIE 80,Central Region,Rochor,CCR,Apartment,9,Freehold,1.303135865872217,103.8477356369222,0.4353,2.2657,2.2657,0.0,0.0
307943,NEWTON ONE,Central Region,Novena,CCR,Condominium,11,Freehold,1.31404986796426,103.8394527788341,0.1939,0.7651,0.7651,1.0,1.0
238215,WATERMARK ROBERTSON QUAY,Central Region,Singapore River,CCR,Apartment,9,Freehold,1.289847269495555,103.8379051203821,0.1165,1.1395,1.1395,0.0,1.0
