Postal Code,Lat,Lon
529232,1.355982,103.959457
535193,1.360745,103.891986
806746,1.389691,103.85717
788888,1.386071,103.83392
756929,1.448696,103.827171
738992,1.430789,103.799469
019916,1.275801,103.862936
437910,1.296583,103.891683
416827,1.321778,103.912252
117757,1.278542,103.793362
347846,1.328548,103.869527
598604,1.340874,103.77246
389783,1.317228,103.885016
598603,1.340874,103.77246
387391,1.320076,103.881231
409053,1.315837,103.892747
198784,1.306312,103.864308
117284,1.286701,103.790979
519464,1.369356,103.960104
598012,1.338518,103.769708
439445,1.312122,103.894664
544685,1.380907,103.891873
309329,1.31741,103.844914
518137,1.369134,103.944789
506869,1.355212,103.965137
158748,1.290945,103.817
126755,1.320049,103.752161
486842,1.344771,103.963821
458950,1.311864,103.923826
129963,1.308621,103.766796
679274,1.368055,103.774584
556745,1.352513,103.864455
266225,1.315928,103.802914
266076,1.311534,103.803172
238257,1.290962,103.836573
276340,1.310927,103.799277
528465,1.344093,103.946353
528612,1.359977,103.939691
529942,1.349626,103.959044
454852,1.318611,103.922559
828750,1.391234,103.912408
828796,1.398028,103.917899
098637,1.267052,103.815881
648332,1.33933,103.705988
436606,1.296422,103.872869
438671,1.305529,103.89715
098655,1.266573,103.813853
098414,1.266757,103.809839
219569,1.31125,103.852455
427800,1.313761,103.901763
424886,1.306345,103.901143
327994,1.327327,103.864036
259950,1.308436,103.828597
239426,1.292029,103.834256
237973,1.303837,103.831708
098369,1.247778,103.842606
239197,1.299168,103.833428
398293,1.312784,103.887201
329343,1.326356,103.85066
439886,1.30235,103.901268
519961,1.370247,103.942739
554344,1.365583,103.87085
127721,1.31797,103.754032
767970,1.418485,103.846109
528691,1.349446,103.926743
419548,1.327305,103.9077
538683,1.374152,103.87836
547803,1.354116,103.87618
828755,1.405923,103.901924
648367,1.350961,103.697695
533872,1.342265,103.882946
609477,1.345042,103.733421
528583,1.35021,103.927275
238591,1.296327,103.842534
169016,1.282961,103.839815
268660,1.329713,103.796996
307465,1.315714,103.843854
358453,1.331859,103.868393
266224,1.31591,103.803764
289731,1.329245,103.810942
599444,1.346894,103.767861
329853,1.326977,103.845903
599445,1.346894,103.767861
368237,1.332518,103.886229
357685,1.338483,103.868847
596683,1.339021,103.769523
596156,1.339294,103.769505
367805,1.338177,103.871853
573909,1.351988,103.852043
169423,1.291712,103.834846
159026,1.292547,103.821083
573973,1.359242,103.845378
387395,1.319413,103.879496
575728,1.360991,103.828974
596150,1.344145,103.769573
596739,1.341408,103.767177
138642,1.302204,103.789908
428722,1.304685,103.901889
348196,1.329644,103.869233
439395,1.308369,103.890667
436838,1.310997,103.89572
439866,1.299652,103.898829
479262,1.338741,103.927859
689880,1.383802,103.749891
768005,1.434769,103.844173
424177,1.308129,103.915021
528577,1.354635,103.929715
466403,1.313925,103.934704
534785,1.370736,103.895121
548193,1.360357,103.883637
768008,1.434888,103.844613
767952,1.446371,103.826551
128994,1.323704,103.754901
797478,1.394561,103.881581
828699,1.400561,103.89737
538864,1.366623,103.886132
544811,1.381284,103.902878
544727,,
648130,,
587975,1.348924,103.771838
506864,1.356664,103.966123
544585,1.392029,103.88374
448872,1.307523,103.92708
554345,1.365697,103.870549
767949,1.445844,103.826015
544705,1.389951,103.895619
128021,1.316413,103.757451
648361,1.350767,103.696129
738084,1.444961,103.806868
679276,1.367616,103.774737
508829,1.376124,103.957126
508834,1.37636,103.956606
529602,1.350281,103.928571
658881,1.341425,103.759966
619613,1.335788,103.725594
757713,1.448195,103.819502
465460,1.322931,103.945126
547837,1.364544,103.885943
544652,1.399501,103.890446
567745,1.375545,103.847546
768060,1.41865,103.848112
537643,1.355309,103.887857
457406,1.311398,103.927478
518091,1.376358,103.958771
508827,1.376381,103.957328
597775,1.319711,103.775103
118993,1.278404,103.793978
508826,1.376375,103.957117
436846,1.310997,103.89572
738975,1.428537,103.790837
139817,1.294442,103.795129
258461,1.307112,103.82354
249565,1.29811,103.827713
188945,1.297715,103.85572
068814,1.277083,103.849181
248289,1.295605,103.829407
238213,1.290373,103.838011
268685,1.313515,103.79369
228606,1.312414,103.841382
238351,1.29599,103.841262
338517,1.32182,103.864744
596744,1.342227,103.769757
544804,1.380966,103.90082
689575,1.395254,103.751311
788879,1.385096,103.833849
788877,1.385096,103.833849
465524,1.329742,103.94567
528487,1.345086,103.947951
649413,1.346261,103.722832
529946,1.34802,103.958186
797486,1.395314,103.879774
554343,1.366207,103.870405
128808,1.318822,103.761925
828770,1.402764,103.897379
518184,1.37728,103.960995
518210,1.372801,103.944309
544630,1.398621,103.892635
797391,1.398435,103.875125
469876,1.312077,103.941588
533856,1.361252,103.887231
738081,1.444876,103.806026
737709,1.443678,103.811004
509034,1.377651,103.957715
769305,1.441225,103.827377
465424,1.327246,103.944104
828754,1.406452,103.902661
797477,1.395001,103.881565
518084,1.376521,103.957952
425780,1.312326,103.910392
544777,1.368962,103.879023
534077,1.352432,103.881256
533815,1.370889,103.899645
667972,1.364106,103.763671
465558,1.328267,103.94442
546693,1.367193,103.876715
518089,1.376937,103.95883
149740,1.295463,103.806516
797488,1.394732,103.879609
536495,1.351251,103.876554
149456,1.294746,103.80683
436843,1.310997,103.89572
169557,,
189647,1.301662,103.853356
168878,1.276749,103.829703
368058,1.339985,103.881248
109690,1.282201,103.803024
737711,1.443368,103.810441
428109,1.312328,103.903812
389779,1.316235,103.884418
158744,1.29057,103.819001
187948,1.300467,103.850556
417394,1.329232,103.915116
737708,1.443874,103.810669
788889,1.385669,103.834549
533869,1.341973,103.882635
455284,1.313299,103.933052
678155,1.373836,103.763125
436887,1.297559,103.883128
358393,1.336988,103.864798
249693,1.30318,103.827666
168592,1.285435,103.829788
419709,1.316916,103.89899
259916,1.316201,103.834697
018978,1.276715,103.853327
229976,1.301243,103.847738
357903,1.336408,103.86975
117755,1.27795,103.793328
169558,1.290572,103.833663
589944,1.341371,103.776906
438664,1.307725,103.891146
436925,1.295991,103.870659
399938,1.306359,103.887058
389778,1.31581,103.884474
018985,1.280769,103.852659
438773,1.306338,103.898773
259049,,
229815,1.306563,103.837801
544755,1.389786,103.896334
659802,1.352401,103.755987
544743,,
518074,1.372464,103.945196
518133,1.368453,103.946146
258204,,
544594,1.393517,103.883643
648131,1.345946,103.724619
544604,1.372881,103.87736
126754,1.320614,103.753291
534024,1.378465,103.902523
486069,1.348139,103.962085
467302,1.317256,103.944005
648162,1.345878,103.72598
469974,1.312992,103.939914
358249,1.344431,103.868393
247676,1.298434,103.824519
529403,1.341859,103.940461
669554,1.364702,103.765594
689103,1.398627,103.751442
479250,1.337809,103.930958
128046,1.296844,103.765095
423858,1.309483,103.91172
528458,1.344138,103.948765
779830,1.403455,103.817166
688240,1.377235,103.750683
688210,1.37601,103.750475
169878,1.286171,103.839568
439894,1.302998,103.901367
437880,1.296408,103.88851
398084,1.313113,103.891032
119027,1.28735,103.793056
408974,1.318276,103.90262
438044,1.299595,103.888726
436923,1.295946,103.87137
679275,1.36761,103.774584
787131,1.380264,103.827764
319974,1.339707,103.850057
575577,1.364454,103.831031
508858,1.376886,103.95731
737810,1.430448,103.784401
507007,1.356,103.967965
415869,1.327507,103.906246
128824,1.316651,103.760821
465491,1.323575,103.944708
544808,1.380518,103.901646
459246,1.31052,103.924267
688215,1.376958,103.750201
465531,1.329093,103.945209
508828,1.37613,103.957337
249015,1.293639,103.823499
229006,1.30594,103.834344
278740,1.308684,103.801689
659920,1.352138,103.759355
689527,1.399312,103.748807
556748,1.352513,103.864455
129853,1.322542,103.753723
129625,1.322761,103.753476
449033,1.307382,103.921009
449300,1.300596,103.904605
678182,1.375395,103.762846
556746,1.352513,103.864455
269196,1.324498,103.803833
238427,1.295106,103.837909
276954,1.314443,103.777858
018980,1.279626,103.854987
239569,1.296124,103.837597
237963,1.293037,103.837773
239332,1.2938,103.839422
229953,1.310321,103.838401
573963,1.351043,103.840822
768104,1.417507,103.847659
159029,1.292375,103.822837
439188,1.30793,103.890385
807013,1.387159,103.869833
479280,1.33874,103.919876
598718,1.353413,103.768702
538861,1.366404,103.886928
437276,1.307186,103.899666
544574,1.38258,103.892539
544591,1.393152,103.883832
533873,1.342563,103.882766
787082,1.385128,103.839262
529868,1.341113,103.957796
528769,1.358923,103.940498
768098,1.438347,103.83171
518075,1.372079,103.945088
518168,1.376226,103.960085
126837,1.296134,103.768088
069415,1.281549,103.846473
139818,1.293006,103.795216
389782,1.317215,103.884669
429247,1.310968,103.906267
368057,1.340206,103.881036
408972,1.317555,103.902313
098408,1.26716,103.811953
098416,1.266795,103.810637
599446,1.346894,103.767861
439964,1.301606,103.900607
738953,1.428537,103.790837
239641,1.293191,103.834792
508855,1.376868,103.956591
699844,1.357904,103.724871
699842,1.358282,103.725636
699837,1.358038,103.72472
699917,1.358275,103.725073
699918,1.358273,103.725359
597774,1.319711,103.775103
508856,1.376872,103.95681
544629,1.398721,103.892171
518143,1.371037,103.946579
518212,1.371863,103.944269
518169,1.375953,103.959954
828766,1.402203,103.89757
668729,1.357731,103.761722
554341,1.366323,103.874054
529401,1.341859,103.940461
533881,1.374721,103.903732
787083,1.38233,103.837656
756982,1.443456,103.819255
677623,1.366303,103.774502
528481,1.345087,103.948252
529233,1.355615,103.959596
569417,1.368897,103.832875
199980,1.303072,103.865781
486858,1.345525,103.963269
308227,1.324622,103.849958
533817,1.371739,103.899706
678265,1.377288,103.763431
828795,1.398253,103.917626
677723,1.389873,103.77027
556134,1.34883,103.870533
424163,1.307056,103.914077
509456,1.380051,103.9639
828800,1.398001,103.917103
425569,1.312232,103.915187
767990,1.417185,103.845445
528772,1.358891,103.939709
598745,1.357677,103.763704
419154,1.320026,103.913487
449027,1.305746,103.922871
518080,1.375918,103.958798
238126,1.297342,103.836742
127015,1.318025,103.756289
279996,1.330821,103.794158
199599,1.300704,103.861861
307953,1.314718,103.841429
118992,1.278171,103.793649
019917,1.275801,103.862936
208191,1.309462,103.862297
117286,1.287365,103.792142
598326,1.336574,103.780297
574424,1.351845,103.836054
439958,1.301531,103.898772
079903,1.275736,103.845703
387399,1.318937,103.880013
439422,1.312176,103.895117
328741,1.324368,103.854219
437978,1.297321,103.888011
589664,1.333236,103.785275
399948,1.306977,103.889631
309312,1.316155,103.840534
288411,1.3274,103.812257
248648,1.302318,103.824973
528773,1.359251,103.939927
534008,1.361893,103.889837
528470,1.34462,103.94682
508835,1.376366,103.956825
508857,1.376881,103.957099
544686,1.3805,103.891706
528791,1.348762,103.961533
529861,1.341695,103.958081
479240,1.337508,103.932675
425554,1.312715,103.913785
518171,1.369629,103.944377
657990,1.356417,103.740928
658882,1.340935,103.760668
418924,1.319622,103.912289
669590,1.358886,103.762619
509742,1.359954,103.966666
509736,1.360225,103.96551
797485,1.395332,103.879514
648927,1.341838,103.718353
688206,1.376737,103.750455
544823,1.381284,103.892005
797497,1.388351,103.872467
797390,1.398588,103.874632
648343,1.340054,103.705756
544897,1.36058,103.884695
738097,1.443524,103.804761
544894,1.361197,103.884664
567701,1.3755,103.834422
138638,1.305351,103.788347
199591,1.299454,103.86007
278535,1.311573,103.802577
257537,1.315295,103.80807
289849,1.334122,103.809421
228599,1.31283,103.841544
298069,1.325304,103.825473
267936,1.313796,103.802427
239333,1.294051,103.839828
309104,1.318568,103.840269
268686,1.313029,103.794375
259324,1.31645,103.83213
309494,1.317655,103.836535
018965,1.280345,103.852143
079118,1.273887,103.846236
288420,1.328902,103.8121
239638,1.293191,103.834792
567752,1.370304,103.848386
358395,1.33758,103.864456
409055,1.316409,103.892692
579820,1.346825,103.852579
118719,1.290725,103.772114
437918,1.296938,103.892709
149312,1.299517,103.802807
439980,1.300378,103.899209
768129,1.444167,103.824252
159967,1.290506,103.822587
427256,1.314273,103.902372
088660,1.275271,103.836832
598675,1.341015,103.770977
138685,1.305383,103.783181
575742,1.351762,103.839047
576150,1.35217,103.840966
437083,1.305314,103.895938
218612,1.311192,103.853276
159028,1.29245,103.822316
388792,1.312846,103.875936
596129,1.339127,103.770603
208559,1.310332,103.861715
098419,1.267145,103.811002
387396,1.31949,103.879995
575744,1.352605,103.839618
139815,1.294442,103.795129
699916,1.358181,103.724843
508831,1.376628,103.957108
579801,1.347704,103.843022
097995,1.265929,103.817804
439857,1.299054,103.899417
576444,1.359948,103.83013
423833,1.312452,103.911015
519493,1.373959,103.953739
579726,1.34157,103.841444
739012,1.432708,103.800528
189770,1.296357,103.857369
298067,1.324541,103.825291
259781,1.317065,103.832882
289851,1.334343,103.808648
249613,1.303695,103.823081
238550,1.301478,103.830779
229811,1.305578,103.838141
126740,1.316876,103.759289
109258,1.272012,103.808514
739021,1.431554,103.800928
529597,1.350364,103.928205
545085,1.391157,103.904048
828799,1.397904,103.917329
759827,1.449921,103.829397
529376,1.341859,103.940461
486364,1.322359,103.954741
648157,1.345474,103.724623
544568,1.382989,103.891849
688207,1.376601,103.750759
418941,1.320153,103.912727
128823,1.317024,103.76035
528533,1.354879,103.929232
545076,1.392024,103.896215
528617,1.359976,103.941184
797394,1.397993,103.87527
797463,1.393485,103.88049
544584,1.392014,103.88401
119554,1.276854,103.791742
219570,1.310794,103.852278
209946,1.314021,103.857964
588375,1.337544,103.781459
529892,1.338536,103.950343
678140,1.373499,103.764142
429100,1.309137,103.909433
667971,1.362862,103.763434
425265,1.310881,103.914935
767993,1.416354,103.845041
609782,1.344458,103.732665
416826,1.321255,103.912348
669616,1.360344,103.764515
797416,1.395718,103.875133
357657,1.338176,103.869995
358391,1.33653,103.865336
239198,1.298463,103.834299
229768,1.306448,103.838413
239223,1.298767,103.831774
098182,1.240058,103.830936
258542,1.320484,103.824351
267952,1.314889,103.803415
278636,1.318631,103.780687
249570,1.298505,103.825566
797637,1.39639,103.875133
228240,1.30999,103.8355
248362,,
439423,1.311998,103.895454
089775,1.275875,103.840481
575746,1.35265,103.839148
259955,1.309511,103.82922
207877,1.311357,103.858599
427317,1.314902,103.90471
329550,1.325264,103.845622
597593,1.316937,103.77491
168877,1.27663,103.829105
109703,1.282218,103.803662
449298,1.301037,103.904328
098022,1.266383,103.817068
259704,1.315123,103.835497
545685,1.372724,103.878347
828713,1.401261,103.907492
828690,1.401269,103.915974
486442,1.321542,103.955536
828767,1.402131,103.897828
518211,1.37147,103.944466
456448,1.313466,103.931427
679043,1.365298,103.76962
649812,1.34413,103.717761
536559,1.343112,103.881201
419551,1.327585,103.907691
415799,1.329866,103.905783
533821,1.370687,103.900159
529238,1.355336,103.959235
528477,1.344637,103.948873
657992,1.356124,103.741246
828685,1.40062,103.916517
466477,1.313656,103.939091
544998,1.381893,103.891374
508859,1.376633,103.957319
688208,1.37646,103.751067
767962,1.445819,103.825287
759828,1.449921,103.829397
424808,1.306667,103.911398
677668,1.365249,103.771278
738093,1.444529,103.805566
417471,1.328265,103.912068
667978,1.363932,103.764584
567695,1.375496,103.833903
425563,1.312091,103.914596
788890,1.385241,103.835184
468726,1.312875,103.934781
737922,1.430029,103.785579
797393,1.398048,103.874715
659857,1.359267,103.742095
329353,1.323274,103.863846
598720,1.353451,103.767501
508806,1.376108,103.956614
437980,1.298724,103.897227
436918,1.29757,103.872271
588997,1.339172,103.780127
149926,1.296178,103.808767
158742,1.290607,103.817867
387387,1.318975,103.880827
328006,1.324704,103.864609
438795,1.306349,103.897808
358474,1.331545,103.866996
437906,1.296472,103.891035
439198,1.309955,103.89532
596157,1.340001,103.77087
328689,1.326375,103.862142
388259,1.315922,103.883339
438780,1.306464,103.899442
098404,1.267427,103.813671
098415,1.266757,103.809839
098650,1.266333,103.815605
579800,1.347993,103.843315
756988,1.44263,103.819417
218773,1.312944,103.855635
768124,1.44448,103.825437
518173,1.369629,103.945372
465407,1.327317,103.948363
478934,1.337296,103.936549
529431,1.341859,103.940461
787084,1.381728,103.836904
545686,1.372765,103.878103
737710,1.44348,103.810789
737880,1.431685,103.799163
534047,1.376012,103.902427
534085,1.357206,103.8809
667973,1.376525,103.756539
668202,1.376965,103.756365
518162,1.37787,103.96094
519531,1.373629,103.94146
544753,1.38898,103.896086
487040,1.332235,103.947244
423484,1.314631,103.914445
544728,1.362913,103.885242
648337,1.338854,103.704726
609479,1.345975,103.733761
689574,1.394453,103.751342
688211,1.376145,103.750174
465534,1.328798,103.945826
528611,1.359617,103.939653
528792,1.348904,103.961319
649928,1.342086,103.712458
738977,1.428537,103.790837
229979,1.301418,103.84757
519532,1.37344,103.940779
239594,1.291926,103.841541
248973,1.295936,103.82985
239059,1.292133,103.838065
307955,1.315448,103.840355
289536,1.333763,103.798811
259821,1.313879,103.829773
248209,1.294884,103.828087
228025,1.302807,103.84884
237992,1.293497,103.838105
308614,1.322231,103.841966
528541,1.353531,103.928408
528588,1.351206,103.927692
669267,1.352979,103.758273
544592,1.393279,103.884083
797417,1.395337,103.87446
757095,1.444273,103.820047
738082,1.44454,103.806445
797639,1.396895,103.87465
768143,1.438789,103.831043
768128,1.444176,103.824377
677727,1.379953,103.760066
258351,1.312521,103.825192
307467,1.3196,103.845272
544654,1.399452,103.891016
759829,1.449921,103.829397
738974,1.428537,103.790837
737939,1.431397,103.786708
787071,1.383425,103.835804
787133,1.381356,103.827425
534014,1.376215,103.903726
128822,1.318242,103.760505
518178,1.370334,103.946521
786015,1.403939,103.81885
544658,1.399967,103.890529
308414,1.314044,103.841923
229631,1.304645,103.840527
238307,1.294259,103.840801
238568,1.300305,103.828952
528770,1.358741,103.940285
609480,1.346115,103.733587
399242,1.311288,103.876286
589488,1.337728,103.780073
438793,1.305933,103.89847
347848,1.328525,103.869323
189651,1.302243,103.8527
399758,1.311617,103.885374
199597,1.302316,103.862332
117425,1.281595,103.783177
357907,1.33635,103.86907
596290,1.339047,103.771588
436922,1.295971,103.87175
533852,1.351514,103.876952
168876,1.276557,103.829975
259719,1.318091,103.831077
768081,1.445589,103.827069
648161,1.346246,103.725963
648160,1.345986,103.725378
797475,1.394596,103.881117
486398,1.321521,103.957903
466499,1.315354,103.940768
533875,1.342577,103.882276
518134,1.368574,103.945571
425317,1.310308,103.910857
797460,1.394021,103.881215
278539,1.310302,103.8021
308366,1.315213,103.843548
228719,1.306937,103.847016
079624,1.274262,103.846025
238594,1.295463,103.842257
069834,1.275723,103.847267
237995,1.291926,103.841541
078878,1.27517,103.844496
575747,1.352274,103.838655
159959,1.28841,103.804275
589630,1.334057,103.783567
149739,1.295734,103.80603
328743,1.323936,103.854736
436841,1.310997,103.89572
169568,1.287059,103.827788
429665,1.308036,103.900776
328465,1.327099,103.866066
257496,1.321936,103.813871
828816,1.401037,103.903988
787059,1.386089,103.840389
659247,1.354846,103.752771
507025,1.359171,103.963632
669566,1.359,103.764407
667980,1.363034,103.764129
828764,1.402269,103.897011
533867,1.342166,103.88213
426154,1.316085,103.908801
768071,1.437221,103.828939
659245,1.355735,103.752513
425702,1.312938,103.912051
768009,1.435131,103.844391
519930,1.373754,103.939636
688198,1.374021,103.739194
534046,1.376082,103.902722
689528,1.399312,103.748807
689686,1.386527,103.743342
468503,1.322595,103.948336
756986,1.442591,103.818861
239590,1.296669,103.831613
533854,1.36151,103.887627
259400,1.311968,103.831524
248655,1.304954,103.827627
258711,1.316987,103.830547
128825,1.316288,103.760426
699845,1.35775,103.724737
533885,1.373526,103.902708
828746,1.390929,103.912165
518209,1.37276,103.944122
429070,1.310206,103.914763
228314,1.309143,103.83758
486836,1.343296,103.962391
128796,1.317319,103.759717
556132,1.34844,103.871107
768449,1.412911,103.836878
648352,1.351188,103.696951
679656,1.373186,103.768248
469987,1.31177,103.939132
259977,1.311272,103.828132
266310,1.324524,103.80152
289884,1.325131,103.81267
238102,1.296772,103.836214
449291,1.309506,103.932082
358397,1.337033,103.865102
088642,1.275595,103.83756
424385,1.311408,103.906233
338519,1.321542,103.864831
118896,1.283185,103.784685
438794,1.305728,103.898014
599447,1.346894,103.767861
439092,1.298688,103.884853
573917,1.365482,103.829203
436607,1.29599,103.872367
588177,1.342393,103.776251
596184,1.344293,103.769455
399291,1.309529,103.876275
575581,1.365144,103.830145
117283,1.286291,103.791268
767992,1.416759,103.845277
536563,1.342656,103.881211
678275,1.369267,103.776824
737918,1.430554,103.786027
556112,1.349862,103.864552
556121,1.351003,103.863435
528463,1.344051,103.947081
528808,1.3492,103.95989
538805,1.373559,103.900037
598730,1.355137,103.766802
479993,1.343797,103.93901
599982,1.329392,103.769844
449294,1.310027,103.933865
126834,1.29509,103.768768
648351,1.351018,103.69719
429081,1.310368,103.915954
126756,1.319688,103.752699
678267,1.376082,103.763654
828818,1.401175,103.904932
689577,1.395963,103.75082
797530,1.392836,103.879678
689097,1.398019,103.75065
597628,1.319018,103.779334
587971,1.346518,103.77366
439142,1.305281,103.896716
596195,1.338854,103.769183
358473,1.331163,103.86787
596742,1.342407,103.769064
399941,1.306658,103.888088
573908,1.352542,103.851717
338986,1.307105,103.867088
148961,1.291615,103.805053
138680,1.304417,103.784279
329780,1.324974,103.851427
389756,1.31703,103.889942
309306,1.315485,103.839467
308144,1.319118,103.846656
276693,1.316579,103.778432
276560,1.323796,103.792391
228193,1.300102,103.848342
238437,1.293715,103.837277
129960,1.307332,103.768479
238255,1.291734,103.836971
679268,1.368666,103.774481
659858,1.359435,103.74187
229509,1.301412,103.849116
788853,1.381966,103.83457
828691,1.401417,103.91576
768961,1.423928,103.849332
768062,1.418879,103.847815
649412,1.345558,103.722613
469296,1.322267,103.944669
528479,1.345082,103.948827
544657,1.399911,103.890907
828779,1.405412,103.900104
677624,1.366812,103.774501
757056,1.443368,103.818982
549340,1.361224,103.878553
667981,1.364787,103.764764
587978,1.348295,103.772303
538860,1.366818,103.887001
419541,1.3284,103.906927
534981,1.350308,103.879056
536494,1.351058,103.876836
518170,1.369581,103.943981
649815,1.344486,103.716696
649824,1.342268,103.71627
544752,1.388609,103.895931
534045,1.37589,103.902995
534044,1.375507,103.90278
128807,1.318248,103.762081
528801,1.347056,103.959588
759152,1.424291,103.824521
544703,1.389579,103.895481
416908,1.319669,103.910257
219053,1.316939,103.851895
437988,1.29824,103.886164
219067,1.318022,103.851594
158741,1.290825,103.818331
138492,1.303261,103.78921
118892,1.281917,103.785708
439961,1.300378,103.899209
117482,1.287835,103.778343
439981,1.300378,103.899209
436844,1.310997,103.89572
427710,1.304509,103.905451
596126,1.339687,103.770941
368060,1.34081,103.881092
828692,1.399017,103.913046
259405,1.311388,103.832182
258208,1.316806,103.828799
266221,1.313548,103.80319
249723,1.3049,103.82685
308323,1.31907,103.846101
249444,1.294043,103.826068
518765,1.37971,103.935331
518208,1.372915,103.943603
427037,1.311838,103.905403
677673,1.378666,103.763958
534958,1.346798,103.879973
767969,1.418766,103.845893
688197,1.374476,103.739345
769325,1.440151,103.827801
599975,1.330802,103.767762
518155,1.376711,103.959926
519285,1.381107,103.940453
533886,1.373431,103.902308
596229,1.358261,103.766168
528464,1.344058,103.946745
506858,1.355582,103.96412
807012,1.387188,103.869337
546066,1.361599,103.877967
506868,1.35531,103.965526
768801,1.42698,103.835625
449307,1.299996,103.903101
208747,1.309215,103.862916
596717,1.339935,103.768492
168594,1.284166,103.829817
436885,1.299455,103.884343
118954,1.278776,103.79301
218814,1.315795,103.852805
117280,1.286309,103.792703
479282,1.338591,103.920562
328688,1.326601,103.861958
068882,1.280935,103.849822
258176,1.318918,103.828702
307468,1.319437,103.845056
239588,1.297259,103.831024
308162,1.323783,103.850102
258462,1.307888,103.822991
228458,1.300349,103.847931
199554,1.300267,103.861866
079717,1.274618,103.84432
436919,1.297552,103.870602
528584,1.350271,103.926894
828775,1.40103,103.897212
328231,1.326269,103.866143
138684,1.30535,103.784319
588407,1.338194,103.782134
439837,1.299589,103.888033
328933,1.323229,103.852929
828756,1.406476,103.901422
328373,1.323022,103.851021
528685,1.348593,103.92559
127723,1.317939,103.753275
489929,1.328473,103.951356
538687,1.373992,103.877476
249567,1.297572,103.826979
268849,1.315164,103.805677
228697,1.306472,103.847683
248904,1.293358,103.830424
328805,1.325381,103.853112
308659,1.323766,103.843393
168872,1.27639,103.830271
148955,1.293048,103.806248
438669,1.305829,103.896594
098646,1.265501,103.815603
554346,1.365812,103.870132
519471,1.374529,103.948586
